Calculation1,School,City,County/State/Country,Measure Names,Measure Values
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Enrl GPA,3.931875
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Adm GPA,3.868695652
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App GPA,3.494791667
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enrl GPA,4.032142857
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm GPA,4.008414634
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App GPA,3.850078125
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Enrl GPA,4.098723404
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm GPA,3.948369565
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App GPA,3.837317073
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enrl GPA,3.961025641
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm GPA,3.898910891
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App GPA,3.762684564
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enrl GPA,4.166428571
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm GPA,4.043333333
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App GPA,3.8984
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,3.9375
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,3.792142857
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.427352941
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Enrl GPA,3.958235294
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm GPA,3.987894737
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App GPA,3.735555556
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enrl GPA,3.986483516
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm GPA,3.937301587
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App GPA,3.811190476
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enrl GPA,3.971052632
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm GPA,3.935384615
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App GPA,3.806
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Enrl GPA,3.94
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm GPA,3.8837
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,App GPA,3.716805556
ALBERT EINSTEIN LETTER ART SCI054493,ALBERT EINSTEIN LETTER ART SCI,Valencia,Los Angeles,Enrl GPA,4.14
ALBERT EINSTEIN LETTER ART SCI054493,ALBERT EINSTEIN LETTER ART SCI,Valencia,Los Angeles,Adm GPA,4.020869565
ALBERT EINSTEIN LETTER ART SCI054493,ALBERT EINSTEIN LETTER ART SCI,Valencia,Los Angeles,App GPA,3.935357143
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,3.841555556
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.822635135
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.586666667
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enrl GPA,3.796705882
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm GPA,3.744626866
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App GPA,3.610434783
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Enrl GPA,3.943333333
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Adm GPA,3.8778125
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App GPA,3.690185185
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enrl GPA,3.845294118
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm GPA,3.799642857
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,App GPA,3.581276596
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enrl GPA,4.047972973
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm GPA,3.948759124
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App GPA,3.808536585
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Enrl GPA,4.093333333
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Adm GPA,3.914736842
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App GPA,3.624736842
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Enrl GPA,3.941142857
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Adm GPA,3.878730159
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App GPA,3.722117647
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.867777778
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.785813953
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App GPA,3.665370370
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.345454545
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.368648649
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App GPA,3.267115385
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Enrl GPA,3.745882353
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm GPA,3.639729730
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App GPA,3.459827586
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Enrl GPA,3.556842105
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Adm GPA,3.653095238
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App GPA,3.485806452
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Enrl GPA,3.621052632
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm GPA,3.650731707
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App GPA,3.518571429
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Enrl GPA,3.545454545
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Adm GPA,3.551875
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App GPA,3.333703704
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Enrl GPA,3.806363636
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm GPA,3.745384615
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App GPA,3.654677419
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enrl GPA,3.75875
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.637209302
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App GPA,3.540517241
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Enrl GPA,3.694
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Adm GPA,3.684117647
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App GPA,3.478275862
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Enrl GPA,3.595
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Adm GPA,3.541538462
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App GPA,3.29
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Enrl GPA,3.760740741
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Adm GPA,3.745
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App GPA,3.589666667
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Enrl GPA,3.708947368
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm GPA,3.7275
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App GPA,3.542285714
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Enrl GPA,3.7475
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Adm GPA,3.659583333
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App GPA,3.340697674
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Enrl GPA,3.773469388
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm GPA,3.781358025
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App GPA,3.627610619
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,Enrl GPA,
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,Adm GPA,
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,App GPA,3.398
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Enrl GPA,4.01
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Adm GPA,4.015833333
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App GPA,3.902777778
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enrl GPA,3.936666667
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm GPA,3.894564315
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App GPA,3.786840491
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Enrl GPA,3.898823529
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Adm GPA,3.886086957
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App GPA,3.700294118
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Enrl GPA,4.074848485
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm GPA,4.033673469
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App GPA,3.885
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enrl GPA,3.904347826
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm GPA,3.860580645
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App GPA,3.736497462
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,3.642222222
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,3.696153846
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.621111111
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enrl GPA,3.744848485
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm GPA,3.66
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App GPA,3.349611650
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enrl GPA,4.065483871
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm GPA,4.018163265
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App GPA,3.943809524
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,Enrl GPA,
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,Adm GPA,4.095
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,App GPA,3.952
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Enrl GPA,4.185714286
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Adm GPA,4.084545455
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App GPA,3.945625
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,3.889795918
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.84328125
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.676395349
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enrl GPA,3.9508
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm GPA,3.95425
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App GPA,3.738529412
ANIMO COLLEGE PREP ACADEMY054569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Enrl GPA,
ANIMO COLLEGE PREP ACADEMY054569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Adm GPA,4.0075
ANIMO COLLEGE PREP ACADEMY054569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,App GPA,3.725
ANIMO INGLEWOOD CHARTER HS051255,ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,Enrl GPA,3.782666667
ANIMO INGLEWOOD CHARTER HS051255,ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,Adm GPA,3.755
ANIMO INGLEWOOD CHARTER HS051255,ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,App GPA,3.5575
ANIMO JACKIE ROBINSON CHRT SCH054199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Enrl GPA,4.040476190
ANIMO JACKIE ROBINSON CHRT SCH054199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,Adm GPA,3.949310345
ANIMO JACKIE ROBINSON CHRT SCH054199,ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,App GPA,3.785625
ANIMO LEADERSHIP CHARTER HS051257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Enrl GPA,3.800588235
ANIMO LEADERSHIP CHARTER HS051257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,Adm GPA,3.748301887
ANIMO LEADERSHIP CHARTER HS051257,ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,App GPA,3.559879518
ANIMO PAT BROWN CHARTER HS054238,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,Enrl GPA,3.959310345
ANIMO PAT BROWN CHARTER HS054238,ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,Adm GPA,3.876862745
