Calculation1,School,City,County/State/Country,Measure Names,Measure Values
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,App GPA,3.671034483
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Enrl GPA,4.2292
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Adm GPA,4.188780488
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App GPA,4.092647059
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,Enrl GPA,
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,Adm GPA,4.271428571
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,App GPA,4.111111111
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Enrl GPA,4.183846154
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Adm GPA,4.119047619
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,App GPA,3.977931034
ACALANES CENTER FOR IND STUDY053926,ACALANES CENTER FOR IND STUDY,Walnut Creek,Contra Costa,Enrl GPA,
ACALANES CENTER FOR IND STUDY053926,ACALANES CENTER FOR IND STUDY,Walnut Creek,Contra Costa,Adm GPA,4.09
ACALANES CENTER FOR IND STUDY053926,ACALANES CENTER FOR IND STUDY,Walnut Creek,Contra Costa,App GPA,4.015
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enrl GPA,4.180227273
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm GPA,4.117529412
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App GPA,4.012795031
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,3.91
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.789583333
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.727407407
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Enrl GPA,3.991052632
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Adm GPA,4.029642857
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App GPA,3.741956522
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enrl GPA,4.122571429
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm GPA,3.951444444
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App GPA,3.919924242
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Enrl GPA,4.190625
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm GPA,4.096382979
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App GPA,4.010265957
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,Enrl GPA,
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,Adm GPA,3.992
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,App GPA,3.764285714
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enrl GPA,4.160517241
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm GPA,4.106949153
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App GPA,3.994477612
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enrl GPA,4.1815
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm GPA,4.043295455
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App GPA,3.943008850
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,3.890909091
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,3.553809524
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.428888889
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Enrl GPA,4.23
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm GPA,4.188333333
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App GPA,4.095263158
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enrl GPA,4.087319588
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm GPA,4.010607735
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App GPA,3.918219697
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enrl GPA,4.176315789
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm GPA,4.165555556
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App GPA,4.114545455
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Enrl GPA,4.135694444
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm GPA,4.052357724
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,App GPA,3.954945055
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,3.993928571
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.959333333
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.800916667
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enrl GPA,4.116923077
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm GPA,4.037142857
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App GPA,3.906491935
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Enrl GPA,4.152307692
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Adm GPA,4.022972973
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App GPA,3.956716418
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enrl GPA,3.843650794
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm GPA,3.765942029
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,App GPA,3.621823204
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enrl GPA,4.125256410
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm GPA,4.023216783
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App GPA,3.937411765
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Enrl GPA,3.829166667
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Adm GPA,3.7332
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App GPA,3.580410959
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Enrl GPA,3.9848
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Adm GPA,3.888275862
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App GPA,3.719647059
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.785714286
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.60609375
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App GPA,3.596388889
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.916071429
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.730365854
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App GPA,3.7
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Enrl GPA,3.913333333
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm GPA,3.679638554
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App GPA,3.628762887
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Enrl GPA,3.987777778
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Adm GPA,3.924444444
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App GPA,3.828857143
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Enrl GPA,3.992380952
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm GPA,3.908
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App GPA,3.772372881
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Enrl GPA,3.840526316
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Adm GPA,3.717142857
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,App GPA,3.642417582
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Enrl GPA,4.20625
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Adm GPA,3.984782609
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,App GPA,3.898333333
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Enrl GPA,3.895714286
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Adm GPA,3.740263158
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App GPA,3.574716981
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Enrl GPA,3.796153846
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm GPA,3.711724138
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App GPA,3.593139535
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enrl GPA,3.914615385
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.699811321
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App GPA,3.555238095
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Enrl GPA,3.865384615
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Adm GPA,3.7884375
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App GPA,3.617450980
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Enrl GPA,3.712777778
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Adm GPA,3.669047619
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App GPA,3.612638889
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Enrl GPA,3.842857143
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Adm GPA,3.654918033
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App GPA,3.651451613
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Enrl GPA,3.841842105
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm GPA,3.758181818
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App GPA,3.623398058
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Enrl GPA,3.948
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Adm GPA,3.822352941
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App GPA,3.6476
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.080714286
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.930810811
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.925121951
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Enrl GPA,4.053125
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm GPA,3.996805556
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App GPA,3.735038760
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,Enrl GPA,
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,Adm GPA,4.224285714
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,App GPA,4.191111111
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Enrl GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Adm GPA,3.768
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App GPA,3.028947368
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Enrl GPA,
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Adm GPA,4.201111111
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App GPA,4.015833333
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enrl GPA,4.076323529
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm GPA,4.008869863
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App GPA,3.948787879
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Enrl GPA,4.061111111
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Adm GPA,3.914666667
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App GPA,3.689655172
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Enrl GPA,4.146969697
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm GPA,4.089636364
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App GPA,3.975445545
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enrl GPA,4.164293194
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm GPA,4.098742690
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App GPA,4.038866995
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,3.852222222
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.715
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enrl GPA,4.003571429
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm GPA,3.894615385
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App GPA,3.632649573
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enrl GPA,4.193333333
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm GPA,4.1175
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App GPA,4.000142857
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Enrl GPA,
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Adm GPA,
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App GPA,3.884
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,3.976285714
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.923174603
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.852380952
