Calculation1,School,City,County/State/Country,Measure Names,Measure Values
ACADEMY OF CAREERS AND EXPLORA051123,ACADEMY OF CAREERS AND EXPLORA,Helendale,San Bernardino,Adm GPA,
ACADEMY OF CAREERS AND EXPLORA051123,ACADEMY OF CAREERS AND EXPLORA,Helendale,San Bernardino,App GPA,3.848571429
ACADEMY OF MEDICAL ARTS AT CARSON054618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Enrl GPA,4.123076923
ACADEMY OF MEDICAL ARTS AT CARSON054618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Adm GPA,3.9876
ACADEMY OF MEDICAL ARTS AT CARSON054618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,App GPA,3.852820513
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Enrl GPA,4.2075
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Adm GPA,4.075
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,App GPA,3.737647059
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Enrl GPA,4.244347826
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Adm GPA,4.190652174
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App GPA,4.140684932
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,Enrl GPA,4.068
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,Adm GPA,4.142857143
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,App GPA,4.05375
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Enrl GPA,4.126
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Adm GPA,4.018636364
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,App GPA,3.876666667
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enrl GPA,4.098333333
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm GPA,4.047304348
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App GPA,3.978907104
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.786666667
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.725
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Enrl GPA,4.163333333
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Adm GPA,4.111960784
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App GPA,3.797108434
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enrl GPA,4.054523810
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm GPA,3.972413793
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App GPA,3.882180451
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Enrl GPA,4.168571429
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm GPA,4.095704225
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App GPA,4.026480447
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,Enrl GPA,
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,Adm GPA,3.878333333
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,App GPA,3.834545455
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enrl GPA,4.138333333
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm GPA,4.064888889
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App GPA,3.982657343
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enrl GPA,3.9925
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm GPA,3.918208955
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App GPA,3.713186813
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,3.9295
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,3.7745
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.586111111
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Enrl GPA,4.191428571
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm GPA,4.101428571
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App GPA,3.95
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enrl GPA,4.112105263
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm GPA,4.035368421
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App GPA,3.965336134
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enrl GPA,4.136190476
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm GPA,4.086896552
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App GPA,3.943414634
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Enrl GPA,4.012592593
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm GPA,3.957424242
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,App GPA,3.869395604
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,4.006486486
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.955833333
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.789671362
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enrl GPA,4.014393939
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm GPA,4.017007874
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App GPA,3.869398148
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Enrl GPA,4.098636364
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Adm GPA,4.082702703
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App GPA,3.910350877
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enrl GPA,3.936222222
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm GPA,3.794193548
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,App GPA,3.619823529
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enrl GPA,4.086785714
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm GPA,4.003393939
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App GPA,3.890119522
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Enrl GPA,3.801666667
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Adm GPA,3.703947368
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App GPA,3.684
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Enrl GPA,4.042142857
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Adm GPA,3.893
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App GPA,3.747714286
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.768611111
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.691269841
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App GPA,3.6092
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.937916667
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.72703125
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App GPA,3.664027778
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Enrl GPA,3.8284
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm GPA,3.7265
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App GPA,3.612054795
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Enrl GPA,4.21
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Adm GPA,3.920357143
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App GPA,3.672439024
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Enrl GPA,3.949473684
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm GPA,3.9078
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App GPA,3.832203390
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Enrl GPA,4.032972973
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Adm GPA,3.903285714
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,App GPA,3.797790698
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Enrl GPA,4.126470588
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Adm GPA,3.925526316
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,App GPA,3.845454545
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Enrl GPA,3.9
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Adm GPA,3.862258065
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App GPA,3.687954545
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Enrl GPA,4.066666667
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm GPA,3.987704918
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App GPA,3.868157895
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enrl GPA,4.106363636
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.885423729
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App GPA,3.758947368
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Enrl GPA,4.05
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Adm GPA,3.929166667
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App GPA,3.6825
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Enrl GPA,3.805833333
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Adm GPA,3.713114754
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App GPA,3.632714286
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Enrl GPA,4.018636364
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Adm GPA,3.891395349
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App GPA,3.826666667
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Enrl GPA,3.986086957
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm GPA,3.828405797
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App GPA,3.781153846
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Enrl GPA,3.867142857
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Adm GPA,3.766666667
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App GPA,3.504827586
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.18
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.896
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.71
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Enrl GPA,4.08
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm GPA,3.954814815
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App GPA,3.819841270
ALTA VISTA INNOVATION HIGH051243,ALTA VISTA INNOVATION HIGH,Hesperia,San Bernardino,Enrl GPA,
ALTA VISTA INNOVATION HIGH051243,ALTA VISTA INNOVATION HIGH,Hesperia,San Bernardino,Adm GPA,
ALTA VISTA INNOVATION HIGH051243,ALTA VISTA INNOVATION HIGH,Hesperia,San Bernardino,App GPA,3.723333333
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Enrl GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Adm GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App GPA,2.806111111
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Enrl GPA,4.227142857
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Adm GPA,4.176666667
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App GPA,4.111875
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enrl GPA,3.98525
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm GPA,3.965562310
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App GPA,3.912814070
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Enrl GPA,3.948571429
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Adm GPA,3.8825
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App GPA,3.724074074
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Enrl GPA,4.133846154
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm GPA,4.046349206
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App GPA,3.974252874
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enrl GPA,4.092368421
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm GPA,4.056149425
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App GPA,3.992544529
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,4.07
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,3.953
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.698666667
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enrl GPA,4.025
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm GPA,3.946966292
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App GPA,3.691654676
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enrl GPA,4.109615385
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm GPA,4.070181818
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App GPA,3.990263158
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,Enrl GPA,
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,Adm GPA,
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,App GPA,3.761666667
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Enrl GPA,
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Adm GPA,
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App GPA,3.721666667
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.094583333
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,4.001219512
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.925370370
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enrl GPA,4.133725490
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm GPA,4.110574713
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App GPA,3.952027972
ANIMO CTY CHAMPIONS CHARTER HS050396,ANIMO CTY CHAMPIONS CHARTER HS,Inglewood,Los Angeles,Enrl GPA,3.89
ANIMO CTY CHAMPIONS CHARTER HS050396,ANIMO CTY CHAMPIONS CHARTER HS,Inglewood,Los Angeles,Adm GPA,3.692142857
